TIME,INFLOW (m3/s),OUTFLOW (m3/s),
  421,   175.23000000,   198.17994855,
  422,   175.23000000,   186.70497427,
  423,   320.76000000,   180.96748714,
  424,   320.76000000,   250.86374357,
  425,   219.78000000,   285.81187178,
  426,   629.64000000,   252.79593589,
  427,   338.58000000,   441.21796795,
  428,   338.58000000,   389.89898397,
  429,   193.05000000,   364.23949199,
  430,   155.43000000,   278.64474599,
  431,   137.61000000,   217.03737300,
  432,   283.14000000,   177.32368650,
  433,   283.14000000,   230.23184325,
  434,   283.14000000,   256.68592162,
  435,     1.00000000,   269.91296081,
  436,     1.00000000,   135.45648041,
  437,     1.00000000,    68.22824020,
  438,     1.00000000,    34.61412010,
  439,     1.00000000,    17.80706005,
  440,     1.00000000,     9.40353003,
  441,     1.00000000,     5.20176501,
  442,     1.00000000,     3.10088251,
  443,     1.00000000,     2.05044125,
  444,   283.14000000,     1.52522063,
  445,   283.14000000,   142.33261031,
  446,   428.67000000,   212.73630516,
  447,   574.20000000,   320.70315258,
  448,   428.67000000,   447.45157629,
  449,   283.14000000,   438.06078814,
  450,   137.61000000,   360.60039407,
  451,     1.00000000,   249.10519704,
  452,   137.61000000,   125.05259852,
  453,   574.20000000,   131.33129926,
  454,   574.20000000,   352.76564963,
  455,   574.20000000,   463.48282481,
  456,   137.61000000,   518.84141241,
  457,   137.61000000,   328.22570620,
  458,   283.14000000,   232.91785310,
  459,     1.00000000,   258.02892655,
  460,     1.00000000,   129.51446328,
  461,     1.00000000,    65.25723164,
  462,     1.00000000,    33.12861582,
  463,     1.00000000,    17.06430791,
  464,     1.00000000,     9.03215395,
  465,     1.00000000,     5.01607698,
  466,   283.14000000,     3.00803849,
  467,   137.61000000,   143.07401924,
  468,   428.67000000,   140.34200962,
  469,   286.11000000,   284.50600481,
  470,   214.83000000,   285.30800241,
  471,   505.89000000,   250.06900120,
  472,   505.89000000,   377.97950060,
  473,   505.89000000,   441.93475030,
  474,   505.89000000,   473.91237515,
  475,   360.36000000,   489.90118758,
  476,   360.36000000,   425.13059379,
  477,   214.83000000,   392.74529689,
  478,   300.96000000,   303.78764845,
  479,   155.43000000,   302.37382422,
  480,   155.43000000,   228.90191211,
  481,   155.43000000,   192.16595606,
  482,   137.61000000,   173.79797803,
  483,     1.00000000,   155.70398901,
  484,     1.00000000,    78.35199451,
  485,     1.00000000,    39.67599725,
  486,     1.00000000,    20.33799863,
  487,     1.00000000,    10.66899931,
  488,    69.30000000,     5.83449966,
  489,   214.83000000,    37.56724983,
  490,   214.83000000,   126.19862491,
  491,   214.83000000,   170.51431246,
  492,   360.36000000,   192.67215623,
  493,   214.83000000,   276.51607811,
  494,   173.25000000,   245.67303906,
  495,   464.31000000,   209.46151953,
  496,   609.84000000,   336.88575976,
  497,   428.67000000,   473.36287988,
  498,   283.14000000,   451.01643994,
  499,    69.30000000,   367.07821997,
  500,   505.89000000,   218.18910999,
  501,   651.42000000,   362.03955499,
  502,   505.89000000,   506.72977750,
  503,   214.83000000,   506.30988875,
  504,   283.14000000,   360.56994437,
  505,   283.14000000,   321.85497219,
  506,   283.14000000,   302.49748609,
  507,     1.00000000,   292.81874305,
  508,     1.00000000,   146.90937152,
  509,     1.00000000,    73.95468576,
  510,     1.00000000,    37.47734288,
  511,     1.00000000,    19.23867144,
  512,     1.00000000,    10.11933572,
  513,     1.00000000,     5.55966786,
  514,   406.89000000,     3.27983393,
  515,   214.83000000,   205.08491697,
  516,   651.42000000,   209.95745848,
  517,   360.36000000,   430.68872924,
  518,   360.36000000,   395.52436462,
